player,position,injury_date,games_missed,body_part,site,condition
Rashod Bateman,WR,2024-12-01,0,Knee,Unspecified,Strain
Taysom Hill,TE,2024-12-01,9,Knee,Unspecified,Strain
Kenneth Walker III,RB,2024-12-04,2,Leg,Calf,Strain
D.J. Moore,WR,2024-12-04,0,Leg,Quad,Strain
George Pickens,WR,2024-12-06,3,Thigh,Hamstring,Strain
Justin Herbert,QB,2024-12-08,0,Pedal,Ankle,Sprain\/Pull Unspecified
Bucky Irving,RB,2024-12-08,0,Back,Lower Lumbar,Sprain\/Pull Unspecified
Jonathon Brooks,RB,2024-12-08,20,Knee,ACL,Tear
Evan Engram,TE,2024-12-08,4,Shoulder,Labrum,Tear
Isaac Guerendo,RB,2024-12-08,0,Pedal,Foot,Sprain
David Njoku,TE,2024-12-11,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Cade Stover,TE,2024-12-14,2,Abdomen,Appendix,Ruptured
Patrick Mahomes,QB,2024-12-15,0,Pedal,Ankle,Sprain\/Pull Unspecified
Geno Smith,QB,2024-12-15,0,Knee,Unspecified,Strain
Jaylen Waddle,WR,2024-12-15,2,Knee,Unspecified,Strain
David Montgomery,RB,2024-12-15,3,Knee,MCL,Sprain
Alec Pierce,WR,2024-12-15,0,Head,Cranial,Concussion
Cade Otton,TE,2024-12-15,3,Knee,Unspecified,Strain
Alvin Kamara,RB,2024-12-15,3,Inguinal,Groin,Pull
Xavier Legette,WR,2024-12-15,1,Inguinal,Groin,Pull
Braelon Allen,RB,2024-12-15,0,Back,Lower Lumbar,Sprain\/Pull Unspecified
Trey Benson,RB,2024-12-15,3,Pedal,Ankle,Sprain\/Pull Unspecified
Jaleel McLaughlin,RB,2024-12-15,1,Leg,Quad,Strain
Nick Chubb,RB,2024-12-15,3,Pedal,Foot,Fracture
John Metchie,WR,2024-12-18,1,Shoulder,Unspecified,Unspecified
Isaac Guerendo,RB,2024-12-18,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Justice Hill,RB,2024-12-21,1,Head,Cranial,Concussion
Nathaniel Dell,WR,2024-12-21,18,Knee,ACL,Tear
Josh Allen,QB,2024-12-22,0,Arm,Elbow,Sprain
Jalen Hurts,QB,2024-12-22,2,Head,Cranial,Concussion
Kenneth Walker III,RB,2024-12-22,2,Pedal,Ankle,Sprain
Drake London,WR,2024-12-22,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Aaron Rodgers,QB,2024-12-22,0,Knee,MCL,Pull
David Njoku,TE,2024-12-22,2,Knee,Unspecified,Strain
James Conner,RB,2024-12-22,0,Knee,Unspecified,Strain
Dyami Brown,WR,2024-12-22,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Christian Watson,WR,2024-12-23,1,Knee,Unspecified,Bruise
Isiah Pacheco,RB,2024-12-25,1,Chest,Rib,Sprain\/Pull Unspecified
Tua Tagovailoa,QB,2024-12-25,2,Inguinal,Hip,Sprain
Chase Brown,RB,2024-12-28,1,Pedal,Ankle (high),Sprain
Hunter Henry,TE,2024-12-28,1,Pedal,Foot,Unspecified
Joshua Palmer,WR,2024-12-28,2,Pedal,Foot,Unspecified
Ja\u0027Lynn Polk,WR,2024-12-28,0,Shoulder,Unspecified,Unspecified
Tyjae Spears,RB,2024-12-29,0,Head,Cranial,Concussion
Aaron Jones,RB,2024-12-29,0,Leg,Quad,Strain
James Conner,RB,2024-12-29,1,Knee,Unspecified,Strain
Kendre Miller,RB,2024-12-29,1,Head,Cranial,Concussion
Jerome Ford,RB,2024-12-29,0,Pedal,Ankle,Sprain\/Pull Unspecified
Brock Purdy,QB,2024-12-30,1,Arm,Elbow,Bruise
Patrick Mahomes,QB,2025-01-01,1,Pedal,Ankle,Sprain\/Pull Unspecified
Deebo Samuel,WR,2025-01-01,1,Chest,Rib,Sprain\/Pull Unspecified
Darnell Mooney,WR,2025-01-02,1,Shoulder,Unspecified,Unspecified
Michael Wilson,WR,2025-01-03,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Zay Flowers,WR,2025-01-04,0,Knee,LCL,Sprain
Tee Higgins,WR,2025-01-04,0,Pedal,Ankle,Sprain\/Pull Unspecified
Jordan Love,QB,2025-01-05,0,Arm,Elbow,Sprain
Christian Watson,WR,2025-01-05,6,Knee,ACL,Tear
Blake Corum,RB,2025-01-05,0,Arm,Forearm,Fracture
John Metchie,WR,2025-01-05,0,Shoulder,Unspecified,Unspecified
Isaac Guerendo,RB,2025-01-05,0,Knee,MCL,Pull
Deshaun Watson,QB,2025-01-06,34,Pedal,Achilles,Tear
Cade Stover,TE,2025-01-11,0,Shoulder,Clavicle,Fracture
Jayden Reed,WR,2025-01-12,0,Shoulder,Unspecified,Dislocation
Romeo Doubs,WR,2025-01-12,0,Head,Cranial,Concussion
Ray Davis,RB,2025-01-12,0,Head,Cranial,Concussion
Tyler Higbee,TE,2025-01-13,0,Chest,Rib,Sprain\/Pull Unspecified
Kenneth Gainwell,RB,2025-01-26,0,Head,Cranial,Concussion
Kyle Pitts,TE,2025-05-12,0,Pedal,Foot,Unspecified
Luther Burden III,WR,2025-05-21,0,Thigh,Hamstring,Sprain\/Pull Unspecified
C.J. Stroud,QB,2025-05-30,0,Shoulder,Unspecified,Unspecified
Michael Pittman Jr.,WR,2025-06-05,0,Knee,Unspecified,Bruise
Jauan Jennings,WR,2025-06-12,0,Leg,Calf,Strain
Joe Mixon,RB,2025-06-27,17,Pedal,Foot,Unspecified
Najee Harris,RB,2025-07-04,0,Head,Eye,Blurred Vision
Matthew Stafford,QB,2025-07-23,0,Back,Vertebral,Disc Bulge
Justin Jefferson,WR,2025-07-24,0,Thigh,Hamstring,Strain
Darnell Mooney,WR,2025-07-24,1,Shoulder,Clavicle,Fracture
Justin Fields,QB,2025-07-24,0,Pedal,Toe,Dislocation
Treylon Burks,WR,2025-07-26,8,Shoulder,Clavicle,Fracture
Terry McLaurin,WR,2025-07-27,0,Pedal,Ankle,Sprain\/Pull Unspecified
Curtis Samuel,WR,2025-07-27,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Malik Nabers,WR,2025-07-28,0,Shoulder,Unspecified,Unspecified
Dalton Kincaid,TE,2025-07-28,0,Knee,Unspecified,Strain
Treylon Burks,WR,2025-07-28,8,Shoulder,Clavicle,Fracture
Michael Pittman Jr.,WR,2025-07-29,0,Inguinal,Groin,Pull
Isaiah Likely,TE,2025-07-29,4,Pedal,Foot,Fracture
Dontayvion Wicks,WR,2025-07-29,0,Leg,Calf,Pull
MarShawn Lloyd,RB,2025-07-29,0,Inguinal,Groin,Pull
Marquise Brown,WR,2025-07-29,0,Pedal,Ankle,Bruise
Skyy Moore,WR,2025-07-29,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Jauan Jennings,WR,2025-07-31,0,Leg,Calf,Strain
Miles Sanders,RB,2025-07-31,0,Knee,Unspecified,Bruise
Kenneth Walker III,RB,2025-08-01,0,Pedal,Foot,Unspecified
Khalil Shakir,WR,2025-08-01,0,Pedal,Ankle (high),Sprain
Isaac Guerendo,RB,2025-08-02,0,Shoulder,Unspecified,Unspecified
A.J. Brown,WR,2025-08-03,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Tyreek Hill,WR,2025-08-06,0,Abdomen,Muscle,Sprain\/Pull Unspecified
Jayden Reed,WR,2025-08-07,0,Pedal,Foot,Unspecified
Jaydon Blue,RB,2025-08-07,0,Pedal,Heel,Bruise
Jake Ferguson,TE,2025-08-08,0,Back,Lower Lumbar,Sprain\/Pull Unspecified
Ja\u0027Lynn Polk,WR,2025-08-08,17,Shoulder,Unspecified,Unspecified
Tyjae Spears,RB,2025-08-09,4,Pedal,Ankle (high),Sprain
Rachaad White,RB,2025-08-09,0,Inguinal,Groin,Strain
Mike Gesicki,TE,2025-08-09,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Alec Pierce,WR,2025-08-10,0,Inguinal,Groin,Pull
Alexander Mattison,RB,2025-08-10,17,Cervical,Neck,Unspecified
Josh Downs,WR,2025-08-14,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Quentin Johnston,WR,2025-08-16,0,Head,Cranial,Concussion
MarShawn Lloyd,RB,2025-08-17,17,Thigh,Hamstring,Strain
Jalen Royals,WR,2025-08-18,3,Knee,Unspecified,Strain
Jonathan Mingo,WR,2025-08-18,10,Knee,PCL,Sprain
Jaylen Wright,RB,2025-08-19,2,Leg,Shin,Bruise
Marvin Mims Jr.,WR,2025-08-27,0,Inguinal,Groin,Pull
Darren Waller,TE,2025-09-03,3,Inguinal,Hip,Strain
Christian Kirk,WR,2025-09-03,2,Thigh,Hamstring,Sprain\/Pull Unspecified
Christian McCaffrey,RB,2025-09-04,0,Leg,Calf,Pull
Xavier Worthy,WR,2025-09-05,2,Shoulder,Unspecified,Dislocation
Brock Purdy,QB,2025-09-07,2,Pedal,Toe,Turf Toe
Drake London,WR,2025-09-07,0,Shoulder,Unspecified,Unspecified
Brock Bowers,TE,2025-09-07,0,Knee,Unspecified,Strain
George Kittle,TE,2025-09-07,5,Thigh,Hamstring,Tear
Jauan Jennings,WR,2025-09-07,0,Shoulder,Unspecified,Unspecified
Cade Stover,TE,2025-09-07,8,Pedal,Foot,Fracture
Dallas Goedert,TE,2025-09-10,1,Knee,Unspecified,Strain
Jayden Daniels,QB,2025-09-11,2,Knee,Unspecified,Strain
Jayden Reed,WR,2025-09-11,11,Shoulder,Clavicle,Fracture
Austin Ekeler,RB,2025-09-11,15,Pedal,Achilles,Tear
Joe Burrow,QB,2025-09-14,9,Pedal,Toe,Turf Toe
Brian Thomas Jr.,WR,2025-09-14,0,Hand,Wrist,Sprain\/Pull Unspecified
Aaron Jones,RB,2025-09-14,4,Thigh,Hamstring,Sprain\/Pull Unspecified
Jauan Jennings,WR,2025-09-14,1,Pedal,Ankle,Sprain\/Pull Unspecified
J.J. McCarthy,QB,2025-09-14,5,Pedal,Ankle (high),Sprain
Justin Fields,QB,2025-09-14,1,Head,Cranial,Concussion
Tucker Kraft,TE,2025-09-18,0,Knee,Unspecified,Strain
CeeDee Lamb,WR,2025-09-21,3,Pedal,Ankle (high),Sprain
Colston Loveland,TE,2025-09-21,1,Inguinal,Hip,Sprain
Mike Evans,WR,2025-09-21,3,Thigh,Hamstring,Sprain\/Pull Unspecified
Terry McLaurin,WR,2025-09-21,4,Leg,Quad,Strain
Alec Pierce,WR,2025-09-21,1,Head,Cranial,Concussion
Michael Mayer,TE,2025-09-21,2,Head,Cranial,Concussion
James Conner,RB,2025-09-21,14,Pedal,Ankle,Dislocation
Najee Harris,RB,2025-09-21,14,Pedal,Achilles,Tear
Dyami Brown,WR,2025-09-21,1,Shoulder,Unspecified,Unspecified
Ja\u0027Tavion Sanders,TE,2025-09-21,3,Pedal,Ankle (high),Sprain
Zay Jones,WR,2025-09-21,1,Head,Cranial,Concussion
Jaylen Warren,RB,2025-09-25,1,Knee,Unspecified,Strain
Lamar Jackson,QB,2025-09-28,3,Thigh,Hamstring,Sprain\/Pull Unspecified
Brock Purdy,QB,2025-09-28,6,Pedal,Toe,Turf Toe
Malik Nabers,WR,2025-09-28,13,Knee,ACL,Tear
Bucky Irving,RB,2025-09-28,6,Pedal,Foot,Sprain
Bucky Irving,RB,2025-09-28,6,Shoulder,A\/C Joint,Sprain
Chuba Hubbard,RB,2025-09-28,2,Leg,Calf,Strain
Omar Cooper Jr.,WR,2025-09-28,1,Chest,Rib,Sprain\/Pull Unspecified
Jauan Jennings,WR,2025-09-28,1,Chest,Rib,Sprain\/Pull Unspecified
Darnell Mooney,WR,2025-09-28,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Miles Sanders,RB,2025-09-28,13,Pedal,Ankle,Sprain\/Pull Unspecified
Braelon Allen,RB,2025-09-29,13,Knee,MCL,Sprain
Tyreek Hill,WR,2025-09-29,14,Knee,Patella,Dislocation
Brock Bowers,TE,2025-10-01,2,Knee,PCL,Pull
Deebo Samuel,WR,2025-10-01,2,Pedal,Heel,Bruise
Kyler Murray,QB,2025-10-05,12,Pedal,Foot,Sprain
Omarion Hampton,RB,2025-10-05,8,Pedal,Ankle,Fracture
Quentin Johnston,WR,2025-10-05,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Brenton Strange,TE,2025-10-05,6,Leg,Quad,Strain
Darius Slayton,WR,2025-10-05,2,Thigh,Hamstring,Sprain\/Pull Unspecified
Antonio Gibson,RB,2025-10-05,11,Knee,ACL,Tear
Dalton Kincaid,TE,2025-10-09,1,Abdomen,Muscle,Sprain\/Pull Unspecified
Trey Benson,RB,2025-10-09,13,Knee,Meniscus,Tear
Puka Nacua,WR,2025-10-12,1,Pedal,Ankle,Sprain\/Pull Unspecified
Garrett Wilson,WR,2025-10-12,2,Knee,Unspecified,Strain
Emeka Egbuka,WR,2025-10-12,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Calvin Ridley,WR,2025-10-12,3,Thigh,Hamstring,Sprain\/Pull Unspecified
Mike Gesicki,TE,2025-10-12,4,Chest,Pectoral,Strain
David Njoku,TE,2025-10-12,1,Knee,Unspecified,Strain
Emari Demercado,RB,2025-10-12,1,Pedal,Ankle,Sprain\/Pull Unspecified
Joshua Palmer,WR,2025-10-13,4,Pedal,Ankle,Sprain\/Pull Unspecified
Jayden Daniels,QB,2025-10-19,1,Thigh,Hamstring,Sprain\/Pull Unspecified
A.J. Brown,WR,2025-10-19,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Bryce Young,QB,2025-10-19,1,Pedal,Ankle (high),Sprain
Michael Penix Jr.,QB,2025-10-19,1,Knee,Unspecified,Bruise
Brian Thomas Jr.,WR,2025-10-19,0,Shoulder,Unspecified,Unspecified
Darren Waller,TE,2025-10-19,5,Chest,Pectoral,Strain
Cole Kmet,TE,2025-10-19,1,Back,Lower Lumbar,Sprain\/Pull Unspecified
Kendre Miller,RB,2025-10-19,10,Knee,ACL,Tear
Drake London,WR,2025-10-25,1,Inguinal,Hip,Sprain
Shedeur Sanders,QB,2025-10-25,1,Back,Lower Lumbar,Sprain
Saquon Barkley,RB,2025-10-26,0,Inguinal,Groin,Strain
Luther Burden III,WR,2025-10-26,1,Head,Cranial,Concussion
Cameron Skattebo,RB,2025-10-26,10,Leg,Tibia,Fracture
Rhamondre Stevenson,RB,2025-10-26,3,Pedal,Toe,Turf Toe
Quinshon Judkins,RB,2025-10-26,0,Shoulder,Unspecified,Unspecified
Marvin Mims Jr.,WR,2025-10-26,2,Head,Cranial,Concussion
Daniel Bellinger,TE,2025-10-26,1,Cervical,Neck,Strain
Terry McLaurin,WR,2025-10-27,3,Leg,Quad,Strain
Travis Hunter,WR,2025-10-30,10,Knee,LCL,Tear
Puka Nacua,WR,2025-11-02,0,Chest,Rib,Sprain\/Pull Unspecified
Jayden Daniels,QB,2025-11-02,3,Arm,Elbow,Dislocation
C.J. Stroud,QB,2025-11-02,3,Head,Cranial,Concussion
Tucker Kraft,TE,2025-11-02,9,Knee,ACL,Tear
Brian Thomas Jr.,WR,2025-11-02,3,Pedal,Ankle,Sprain\/Pull Unspecified
Matthew Golden,WR,2025-11-02,1,Shoulder,Unspecified,Unspecified
Aaron Jones,RB,2025-11-02,0,Shoulder,A\/C Joint,Sprain
Samaje Perine,RB,2025-11-02,2,Pedal,Ankle (high),Sprain
Tory Horton,WR,2025-11-02,9,Leg,Shin,Bruise
Cole Kmet,TE,2025-11-02,0,Head,Cranial,Concussion
Luke McCaffrey,WR,2025-11-02,8,Shoulder,Clavicle,Fracture
Dyami Brown,WR,2025-11-02,0,Head,Cranial,Concussion
J.K. Dobbins,RB,2025-11-06,9,Pedal,Foot,Sprain
Jaxson Dart,QB,2025-11-09,2,Head,Cranial,Concussion
Garrett Wilson,WR,2025-11-09,7,Knee,MCL,Sprain
Davante Adams,WR,2025-11-09,0,Abdomen,Muscle,Sprain\/Pull Unspecified
Sam LaPorta,TE,2025-11-09,7,Back,Vertebral,Bruise
Dalton Kincaid,TE,2025-11-09,3,Thigh,Hamstring,Sprain\/Pull Unspecified
Rashod Bateman,WR,2025-11-09,1,Pedal,Ankle (high),Sprain
Chris Rodriguez,RB,2025-11-09,0,Shoulder,Unspecified,Unspecified
Zay Jones,WR,2025-11-09,8,Pedal,Achilles,Tear
Marvin Harrison Jr.,WR,2025-11-12,2,Abdomen,Appendix,Ruptured
Drake London,WR,2025-11-16,4,Knee,PCL,Sprain
Aaron Rodgers,QB,2025-11-16,1,Hand,Wrist,Fracture
Josh Jacobs,RB,2025-11-16,1,Knee,Unspecified,Strain
Michael Penix Jr.,QB,2025-11-16,7,Knee,ACL,Tear
Jaylen Warren,RB,2025-11-16,0,Pedal,Ankle,Sprain\/Pull Unspecified
Bhayshul Tuten,RB,2025-11-16,0,Pedal,Ankle,Sprain\/Pull Unspecified
Calvin Ridley,WR,2025-11-16,7,Leg,Fibula,Fracture
Curtis Samuel,WR,2025-11-16,8,Cervical,Neck,Unspecified
Emari Demercado,RB,2025-11-16,3,Pedal,Ankle (high),Sprain
Roschon Johnson,RB,2025-11-16,9,Hand,Thumb,Sprain
Ashton Jeanty,RB,2025-11-23,0,Pedal,Ankle,Sprain\/Pull Unspecified
Tee Higgins,WR,2025-11-23,1,Head,Cranial,Concussion
Alvin Kamara,RB,2025-11-23,6,Knee,MCL,Sprain
Justice Hill,RB,2025-11-23,6,Cervical,Neck,Unspecified
Michael Mayer,TE,2025-11-23,2,Pedal,Ankle,Sprain\/Pull Unspecified
Tyler Higbee,TE,2025-11-23,6,Pedal,Ankle,Sprain
J.J. McCarthy,QB,2025-11-23,1,Head,Cranial,Concussion
Daniel Jones,QB,2025-11-26,0,Leg,Fibula,Fracture
Amon-Ra St. Brown,WR,2025-11-27,0,Pedal,Ankle,Sprain\/Pull Unspecified
Marvin Harrison Jr.,WR,2025-11-30,2,Pedal,Heel,Bruise
Aaron Jones,RB,2025-11-30,0,Shoulder,Unspecified,Unspecified
Dylan Sampson,RB,2025-11-30,0,Leg,Calf,Strain
Greg Dortch,WR,2025-11-30,5,Chest,Pectoral,Bruise
Rome Odunze,WR,2025-12-03,4,Pedal,Foot,Unspecified
MarShawn Lloyd,RB,2025-12-03,1,Leg,Calf,Strain
CeeDee Lamb,WR,2025-12-04,0,Head,Cranial,Concussion
Pat Bryant,WR,2025-12-04,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Jayden Daniels,QB,2025-12-07,4,Arm,Elbow,Sprain
Daniel Jones,QB,2025-12-07,4,Pedal,Achilles,Tear
De\u0027Von Achane,RB,2025-12-07,0,Chest,Rib,Sprain\/Pull Unspecified
Tee Higgins,WR,2025-12-07,1,Head,Cranial,Concussion
Geno Smith,QB,2025-12-07,1,Shoulder,Unspecified,Unspecified
Keaton Mitchell,RB,2025-12-07,0,Knee,Unspecified,Strain
Darnell Washington,TE,2025-12-07,0,Head,Cranial,Concussion
David Njoku,TE,2025-12-07,3,Knee,Unspecified,Strain
Elijah Arroyo,TE,2025-12-07,4,Knee,Unspecified,Strain
Mason Taylor,TE,2025-12-07,4,Cervical,Neck,Unspecified
Cedric Tillman,WR,2025-12-07,0,Head,Cranial,Concussion
Nick Chubb,RB,2025-12-07,1,Chest,Rib,Sprain\/Pull Unspecified
Jerome Ford,RB,2025-12-07,4,Shoulder,A\/C Joint,Sprain
Quentin Johnston,WR,2025-12-12,1,Inguinal,Groin,Pull
Patrick Mahomes,QB,2025-12-14,3,Knee,ACL,Tear
Davante Adams,WR,2025-12-14,3,Thigh,Hamstring,Sprain\/Pull Unspecified
Christian Watson,WR,2025-12-14,0,Chest,Rib,Sprain\/Pull Unspecified
Luther Burden III,WR,2025-12-14,1,Pedal,Ankle,Sprain\/Pull Unspecified
Bhayshul Tuten,RB,2025-12-14,2,Hand,Finger,Sprain\/Pull Unspecified
RJ Harvey,RB,2025-12-14,0,Chest,Rib,Sprain\/Pull Unspecified
Tyler Lockett,WR,2025-12-14,0,Hand,Wrist,Sprain\/Pull Unspecified
Jordan Love,QB,2025-12-20,2,Head,Cranial,Concussion
Josh Allen,QB,2025-12-21,0,Pedal,Foot,Unspecified
Josh Allen,QB,2025-12-21,0,Pedal,Foot,Fracture
Lamar Jackson,QB,2025-12-21,1,Back,Tailbone,Bruise
Rashee Rice,WR,2025-12-21,2,Head,Cranial,Concussion
Brock Bowers,TE,2025-12-21,2,Knee,Unspecified,Bruise
Quinshon Judkins,RB,2025-12-21,2,Pedal,Ankle,Dislocation
TreVeyon Henderson,RB,2025-12-21,0,Head,Cranial,Concussion
Jacory Croskey-Merritt,RB,2025-12-21,1,Pedal,Ankle,Sprain\/Pull Unspecified
Jordan Mason,RB,2025-12-21,1,Pedal,Ankle,Sprain\/Pull Unspecified
Pat Bryant,WR,2025-12-21,1,Head,Cranial,Concussion
Ryan Flournoy,WR,2025-12-21,1,Knee,Unspecified,Strain
Tyquan Thornton,WR,2025-12-21,2,Head,Cranial,Concussion
Mack Hollins,WR,2025-12-21,4,Abdomen,Muscle,Strain
J.J. McCarthy,QB,2025-12-21,1,Hand,Unspecified,Unspecified
Marcus Mariota,QB,2025-12-21,2,Hand,Unspecified,Unspecified
George Kittle,TE,2025-12-22,1,Pedal,Ankle,Sprain
Javonte Williams,RB,2025-12-25,1,Shoulder,Unspecified,Unspecified
Aaron Jones,RB,2025-12-25,1,Inguinal,Hip,Strain
Josh Allen,QB,2025-12-28,0,Pedal,Foot,Unspecified
Malik Willis,QB,2025-12-28,0,Shoulder,Unspecified,Unspecified
Geno Smith,QB,2025-12-28,1,Pedal,Ankle (high),Sprain
Jaylen Waddle,WR,2025-12-28,1,Chest,Rib,Sprain\/Pull Unspecified
Harold Fannin Jr.,TE,2025-12-28,1,Inguinal,Groin,Strain
Marvin Harrison Jr.,WR,2025-12-28,1,Pedal,Foot,Sprain
Wan\u0027Dale Robinson,WR,2025-12-28,1,Chest,Rib,Fracture
Rashid Shaheed,WR,2025-12-28,0,Head,Cranial,Concussion
Darnell Washington,TE,2025-12-28,1,Arm,Forearm,Fracture
Ja\u0027Tavion Sanders,TE,2025-12-28,1,Pedal,Ankle,Fracture
Brock Purdy,QB,2026-01-03,0,Shoulder,Unspecified,Unspecified
Cameron Ward,QB,2026-01-04,0,Shoulder,A\/C Joint,Sprain
Joshua Palmer,WR,2026-01-04,2,Pedal,Ankle,Sprain
J.J. McCarthy,QB,2026-01-04,0,Hand,Unspecified,Unspecified
Taysom Hill,TE,2026-01-04,0,Shoulder,Unspecified,Unspecified
Nico Collins,WR,2026-01-12,1,Head,Cranial,Concussion
Bo Nix,QB,2026-01-17,0,Pedal,Ankle,Fracture
Zach Charbonnet,RB,2026-01-17,1,Knee,ACL,Tear
Pat Bryant,WR,2026-01-17,0,Head,Cranial,Concussion
Troy Franklin,WR,2026-01-17,1,Thigh,Hamstring,Sprain\/Pull Unspecified
Colston Loveland,TE,2026-01-18,0,Head,Cranial,Concussion
Dalton Schultz,TE,2026-01-18,0,Leg,Calf,Strain
Pat Bryant,WR,2026-01-25,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Drake Maye,QB,2026-01-28,0,Shoulder,Unspecified,Unspecified
Isaac Guerendo,RB,2026-04-30,0,Chest,Pectoral,Tear
Puka Nacua,WR,2026-08-11,0,Inguinal,Groin,Pull
Rachaad White,RB,2026-08-12,0,Thigh,Hamstring,Sprain\/Pull Unspecified
Ty Chandler,RB,2026-08-22,17,Knee,ACL,Tear
